SID|DEPT_DIV|COURSE_NUM|Grade|Year|Quarter|CR|Date
S008902299|MATH|40|2.7|2010-2011|Fall|5|11/27/2010
S008902299|SOC&|101|2.2|2010-2011|Winter|5|1/11/2011
S008902299|MATH|60|2|2010-2011|Winter|5|1/11/2011
S008902738|SHS|103|3.7|2009-2010|Spring|5|5/25/2010
S008902738|PE|117|0|2010-2011|Summer|1.5|7/10/2010
S008902738|ACD|140|3.9|2010-2011|Fall|5|11/27/2010
S008902738|SHS|116|2.6|2010-2011|Winter|3|1/11/2011
S008902738|SHS|107|4|2010-2011|Winter|2|1/11/2011
S008902738|SHS|170|S|2010-2011|Winter|1|1/11/2011
S008904066|ENGL&|101|3.5|2009-2010|Winter|5|2/5/2010
S008904066|MATH|80|3.4|2009-2010|Winter|5|2/5/2010
S008904066|MATH|95|4|2009-2010|Spring|5|5/25/2010
S008904066|ENGL&|102|3.8|2009-2010|Spring|5|5/25/2010
S008904066|HIST|111|3.7|2010-2011|Fall|5|11/27/2010
S008904066|PHIL&|106|3.5|2010-2011|Fall|5|11/27/2010
S008904066|ASTR&|110|4|2010-2011|Fall|4|11/27/2010
S008904066|ASTR&|110L|4|2010-2011|Fall|1|11/27/2010
S008904066|ART|150|3.9|2010-2011|Winter|5|1/11/2011
S008904066|PHIL&|101|3.7|2010-2011|Winter|5|1/11/2011
S008904066|GEOG|100|3.4|2010-2011|Winter|5|1/11/2011
S008909463|MST|175|4|2010-2011|Fall|4|11/27/2010
S008909463|MST|175L|4|2010-2011|Fall|1|11/27/2010
S008909463|MST|180|4|2010-2011|Winter|4|1/11/2011
S008909463|MST|180L|4|2010-2011|Winter|1|1/11/2011
S008941641|ENGR|101|4|2008-2009|Winter|5|1/15/2009
S008941641|ENGL|100|4|2008-2009|Winter|5|1/15/2009
S008941641|ENGL|105|4|2008-2009|Spring|5|5/26/2009
S008941641|PE|150|4|2008-2009|Spring|2|5/26/2009
S008941641|MATH&|141|3.9|2009-2010|Fall|5|10/1/2009
S008941641|ENGL&|102|3.6|2009-2010|Fall|5|10/1/2009
S008941641|ENGR|100|4|2009-2010|Fall|3|10/1/2009
S008941641|PE|142|4|2009-2010|Fall|1.5|10/1/2009
S008941641|GEOG|100|4|2008-2009|Fall|5|11/8/2009
S008941641|MATH&|142|4|2009-2010|Winter|5|2/5/2010
S008941641|CHEM&|139|4|2009-2010|Winter|5|2/5/2010
S008941641|ENGR&|104|4|2009-2010|Winter|5|2/5/2010
S008941641|PHIL&|101|3.5|2009-2010|Winter|5|2/5/2010
S008941641|PE|142|4|2009-2010|Winter|1.5|2/5/2010
S008941641|SOC&|101|4|2009-2010|Spring|5|5/25/2010
S008941641|MATH&|151|2.4|2009-2010|Spring|5|5/25/2010
S008941641|CHEM&|141|3.7|2009-2010|Spring|4|5/25/2010
S008941641|CHEM&|151|3.6|2009-2010|Spring|2|5/25/2010
S008941641|MATH&|152|2.4|2010-2011|Fall|5|11/27/2010
S008941641|PHYS&|221|3.4|2010-2011|Fall|4|11/27/2010
S008941641|CHEM&|142|3.4|2010-2011|Fall|4|11/27/2010
S008941641|CHEM&|152|4|2010-2011|Fall|2|11/27/2010
S008941641|PHYS&|231|4|2010-2011|Fall|1|11/27/2010
S008941641|CEN|111|4|2010-2011|Winter|5|1/11/2011
S008941641|MATH&|153|3|2010-2011|Winter|5|1/11/2011
S008941641|PHYS&|222|3.7|2010-2011|Winter|4|1/11/2011
S008941641|PE|242|4|2010-2011|Winter|1.5|1/11/2011
S008941641|PHYS&|232|2.5|2010-2011|Winter|1|1/11/2011
S008941662|CIS|125|3.3|2008-2009|Winter|5|1/15/2009
S008941662|CIS|102|2.8|2008-2009|Winter|5|1/15/2009
S008941662|SHS|107|2.2|2008-2009|Winter|2|1/15/2009
S008941662|BSTEC|109|4|2008-2009|Spring|5|5/26/2009
S008941662|PSYCH|100|2.8|2008-2009|Spring|5|5/26/2009
S008941662|BSTEC|100|3.7|2008-2009|Spring|4|5/26/2009
S008941662|HIST|155|2|2009-2010|Summer|5|7/26/2009
S008941662|ART&|100|2|2009-2010|Summer|5|7/26/2009
S008941662|BSTEC|200|4|2009-2010|Summer|3|7/26/2009
S008941662|CIS|241|3.7|2009-2010|Fall|5|10/1/2009
S008941662|CIS|161|3.3|2009-2010|Fall|5|10/1/2009
S008941662|BSTEC|107|2.1|2009-2010|Fall|5|10/1/2009
S008941662|CIS|100|3.8|2008-2009|Fall|5|11/8/2009
S008941662|MATH|60|0.7|2008-2009|Fall|5|11/8/2009
S008941662|SHS|117|S|2008-2009|Fall|2|11/8/2009
S008941662|BSTEC|222|S|2009-2010|Winter|5|2/5/2010
S008941662|CIS|163|2.6|2009-2010|Winter|5|2/5/2010
S008941662|CIS|162|2.9|2009-2010|Spring|5|5/25/2010
S008941662|HIST|112|0.9|2009-2010|Spring|5|5/25/2010
S008941662|BSTEC|223|2.1|2009-2010|Spring|3|5/25/2010
S008941662|BUS|130|3.7|2010-2011|Fall|5|11/27/2010
S008941662|CIS|171|2.5|2010-2011|Fall|5|11/27/2010
S008941662|SHS|107|4|2010-2011|Fall|2|11/27/2010
S008941662|BSTEC|110|3.7|2010-2011|Winter|5|1/11/2011
S008941662|CIS|233|3|2010-2011|Winter|5|1/11/2011
S008941662|CIS|114|2.7|2010-2011|Winter|5|1/11/2011
S008941685|AHE|110|2.9|2008-2009|Winter|5|1/15/2009
S008941685|AHE|116|3.7|2008-2009|Winter|4|1/15/2009
S008941685|BSTEC|104|2|2008-2009|Winter|3|1/15/2009
S008941685|SHS|170|4|2008-2009|Winter|1|1/15/2009
S008941685|AHE|173|3|2008-2009|Spring|5|5/26/2009
S008941685|AHE|172|3.7|2008-2009|Spring|3|5/26/2009
S008941685|AHE|171|3.4|2008-2009|Spring|2|5/26/2009
S008941685|AHE|170|3.3|2008-2009|Spring|2|5/26/2009
S008941685|AHE|115|S|2008-2009|Spring|1|5/26/2009
S008941685|AHE|174|2.9|2009-2010|Summer|5|7/26/2009
S008941685|AHE|176|2.7|2009-2010|Summer|5|7/26/2009
S008941685|AHE|175|W|2009-2010|Summer|3|7/26/2009
S008941685|EAP|100|3.4|2009-2010|Fall|10|10/1/2009
S008941685|MUSC|111|4|2009-2010|Fall|2|10/1/2009
S008941685|EAP|98|3.8|2008-2009|Fall|10|11/8/2009
S008941685|ART|150|4|2008-2009|Fall|5|11/8/2009
S008941685|AHE|176|3.1|2009-2010|Winter|5|2/5/2010
S008941685|EAP|121|2.6|2009-2010|Winter|5|2/5/2010
S008941685|AHE|175|1.8|2009-2010|Winter|3|2/5/2010
S008941685|ENGL|100|3.5|2009-2010|Spring|5|5/25/2010
S008941685|WRITE|101|S|2009-2010|Spring|2|5/25/2010
S008941685|AHE|141|3.2|2010-2011|Fall|5|11/27/2010
S008941685|ENGL&|101|3|2010-2011|Fall|5|11/27/2010
S008941685|BIOL&|100|2.4|2010-2011|Fall|4|11/27/2010
S008941685|HLTH|100|3.4|2010-2011|Fall|3|11/27/2010
S008941685|BIOL&|100L|2.4|2010-2011|Fall|1|11/27/2010
S008941685|AHE|162|3.5|2010-2011|Winter|6|1/11/2011
S008941685|ENGL&|102|3.5|2010-2011|Winter|5|1/11/2011
S008941685|SPAN&|121|3.3|2010-2011|Winter|5|1/11/2011
S008941685|AHE|164|S|2010-2011|Winter|2|1/11/2011
S008941685|SPAN|100|3.7|2010-2011|Winter|2|1/11/2011
S008941686|PHIL|110|2.5|2008-2009|Winter|5|1/15/2009
S008941686|PE|134|4|2008-2009|Winter|2|1/15/2009
S008941686|CHEM|110|2.6|2008-2009|Spring|5|5/26/2009
S008941686|MATH|90|1.3|2008-2009|Spring|5|5/26/2009
S008941686|MUSIC|116|3.2|2008-2009|Spring|2|5/26/2009
S008941686|ENGL&|102|3.6|2009-2010|Fall|5|10/1/2009
S008941686|MATH|90|3.1|2009-2010|Fall|5|10/1/2009
S008941686|PE|120|4|2009-2010|Fall|1.5|10/1/2009
S008941686|ENGL|105|2.1|2008-2009|Fall|5|11/8/2009
S008941686|HIST|243|1.5|2008-2009|Fall|5|11/8/2009
S008941686|MATH&|141|2|2009-2010|Winter|5|2/5/2010
S008941686|CHEM&|141|W|2009-2010|Winter|4|2/5/2010
S008941686|CHEM&|151L|W|2009-2010|Winter|2|2/5/2010
S008941686|MATH&|142|0|2009-2010|Spring|5|5/25/2010
S008941686|CHEM&|141|1.2|2009-2010|Spring|4|5/25/2010
S008941686|CHEM&|151|2.6|2009-2010|Spring|2|5/25/2010
S008941686|PSYC&|100|3.1|2010-2011|Fall|5|11/27/2010
S008941686|MATH&|146|0.7|2010-2011|Fall|5|11/27/2010
S008941686|CHEM&|121|2.3|2010-2011|Fall|4|11/27/2010
S008941686|CHEM&|121L|2.3|2010-2011|Fall|1|11/27/2010
S008941686|PSYC&|200|3.7|2010-2011|Winter|5|1/11/2011
S008941686|CHEM&|131|2.7|2010-2011|Winter|4|1/11/2011
S008941686|BIOL&|211|2.2|2010-2011|Winter|4|1/11/2011
S008941686|BIOL&|211L|2.2|2010-2011|Winter|1.5|1/11/2011
S008941686|CHEM&|131L|2.7|2010-2011|Winter|1|1/11/2011
S008941712|BRDGE|93|1.8|2008-2009|Winter|5|1/15/2009
S008941712|BUS|130|0|2008-2009|Winter|5|1/15/2009
S008941712|BRDGE|115|0|2008-2009|Winter|5|1/15/2009
S008941712|ACCT|101|W|2008-2009|Spring|5|5/26/2009
S008941712|MATH|90|W|2008-2009|Spring|5|5/26/2009
S008941712|HLTH|100|W|2008-2009|Spring|3|5/26/2009
S008941712|MATH|90|W|2009-2010|Fall|5|10/1/2009
S008941712|BRDGE|90|2|2008-2009|Fall|5|11/8/2009
S008941712|BRDGE|110|1.3|2008-2009|Fall|5|11/8/2009
S008941712|PSYCH|100|0|2008-2009|Fall|5|11/8/2009
S008941712|MATH|90|0|2008-2009|Fall|5|11/8/2009
S008941712|FRCH&|121|W|2009-2010|Winter|5|2/5/2010
S008941712|MATH|90|0|2009-2010|Winter|5|2/5/2010
S008941712|FRCH|100|W|2009-2010|Winter|2|2/5/2010
S008941712|ECE|134|V|2009-2010|Winter|2|2/5/2010
S008941712|BRDGE|115|3|2009-2010|Spring|5|5/25/2010
S008941712|MATH|90|2.2|2009-2010|Spring|5|5/25/2010
S008941712|ACCT|101|W|2010-2011|Summer|5|7/10/2010
S008941712|ENGL|100|W|2010-2011|Summer|5|7/10/2010
S008941712|MATH|140|3.3|2010-2011|Winter|5|1/11/2011
S008941712|ACCT|101|3.1|2010-2011|Winter|5|1/11/2011
S008941712|ENGL|100|2.7|2010-2011|Winter|5|1/11/2011
S008941760|PSYCH|205|3.7|2008-2009|Winter|5|1/15/2009
S008941760|ART|120|3.7|2008-2009|Winter|5|1/15/2009
S008941760|ENGL|105|2.7|2008-2009|Winter|5|1/15/2009
S008941760|ENVSC|100|3.6|2008-2009|Spring|5|5/26/2009
S008941760|ANTHR|110|3|2008-2009|Spring|5|5/26/2009
S008941760|ANTH&|206|3.7|2009-2010|Fall|5|10/1/2009
S008941760|COMM|101|3.7|2009-2010|Fall|5|10/1/2009
S008941760|PSYCH|100|4|2008-2009|Fall|5|11/8/2009
S008941760|BIOL|105|3.5|2008-2009|Fall|5|11/8/2009
S008941760|SOCIO|110|2.1|2008-2009|Fall|5|11/8/2009
S008941760|SHS|185|4|2009-2010|Winter|5|2/5/2010
S008941760|GEOG|150|3.8|2009-2010|Winter|5|2/5/2010
S008941760|SHS|107|4|2009-2010|Winter|2|2/5/2010
S008941760|MUSC|107|2.9|2009-2010|Spring|5|5/25/2010
S008941760|HLTH|100|4|2009-2010|Spring|3|5/25/2010
S008941760|MATH|90|4|2010-2011|Winter|5|1/11/2011
S008941760|ACD|140|3.7|2010-2011|Winter|5|1/11/2011
S008941763|BRDGE|90|2.9|2008-2009|Winter|5|1/15/2009
S008941763|PHIL|100|2.5|2008-2009|Winter|5|1/15/2009
S008941763|MATH|80|2|2008-2009|Winter|5|1/15/2009
S008941763|BRDGE|93|4|2008-2009|Spring|5|5/26/2009
S008941763|MATH|80|2.2|2008-2009|Spring|5|5/26/2009
S008941763|PSYCH|100|1.1|2008-2009|Spring|5|5/26/2009
S008941763|ENGL|100|0.7|2009-2010|Fall|5|10/1/2009
S008941763|MATH|91|0|2009-2010|Fall|5|10/1/2009
S008941763|BSTEC|104|2.8|2009-2010|Fall|3|10/1/2009
S008941763|BRDGE|87|3.7|2008-2009|Fall|5|11/8/2009
S008941763|BUS|100|2.2|2008-2009|Fall|5|11/8/2009
S008941763|MATH|060I|2|2008-2009|Fall|5|11/8/2009
S008941763|DIVST|100|3.1|2009-2010|Winter|5|2/5/2010
S008941763|MATH|90|1.5|2009-2010|Winter|5|2/5/2010
S008941763|PE|134|3.5|2009-2010|Winter|2|2/5/2010
S008941763|ENGL|100|3.4|2009-2010|Spring|5|5/25/2010
S008941763|ANTH&|100|3.3|2009-2010|Spring|5|5/25/2010
S008941763|MATH|90|1.5|2009-2010|Spring|5|5/25/2010
S008941763|ENGL&|101|2.7|2010-2011|Fall|5|11/27/2010
S008941763|MATH|90|2|2010-2011|Fall|5|11/27/2010
S008941763|ANTH&|206|1|2010-2011|Fall|5|11/27/2010
S008941763|PE|234|S|2010-2011|Fall|2|11/27/2010
S008941763|COMM|101|V|2010-2011|Winter|5|1/11/2011
S008941763|SOC|125|2.3|2010-2011|Winter|5|1/11/2011
S008941763|MATH&|141|0|2010-2011|Winter|5|1/11/2011
S008941836|ARAB|122|3.9|2008-2009|Winter|5|1/15/2009
S008941836|ENGL|105|3|2008-2009|Winter|5|1/15/2009
S008941836|MATH|131|2.4|2008-2009|Winter|5|1/15/2009
S008941836|MATH|132|3.7|2008-2009|Spring|5|5/26/2009
S008941836|ARAB|123|3.6|2008-2009|Spring|5|5/26/2009
S008941836|GEOG|100|2.6|2008-2009|Spring|5|5/26/2009
S008941836|PE|150|4|2008-2009|Spring|2|5/26/2009
S008941836|MATH&|151|1|2009-2010|Summer|5|7/26/2009
S008941836|PE|112|4|2009-2010|Summer|2|7/26/2009
S008941836|ENGR&|114|W|2009-2010|Fall|5|10/1/2009
S008941836|CHEM&|139|3|2009-2010|Fall|5|10/1/2009
S008941836|MATH&|151|2.5|2009-2010|Fall|5|10/1/2009
S008941836|JOBDV|130|S|2009-2010|Fall|2|10/1/2009
S008941836|BRDGE|115|3.6|2008-2009|Fall|5|11/8/2009
S008941836|MATH|90|3.1|2008-2009|Fall|5|11/8/2009
S008941836|ARAB|101|2.5|2008-2009|Fall|5|11/8/2009
S008941836|ARAB|100|2.5|2008-2009|Fall|2|11/8/2009
S008941836|MATH&|152|3.5|2009-2010|Winter|5|2/5/2010
S008941836|ENGR|231|3.2|2009-2010|Winter|5|2/5/2010
S008941836|CHEM&|141|3|2009-2010|Winter|4|2/5/2010
S008941836|CHEM&|151L|3|2009-2010|Winter|2|2/5/2010
S008941836|MATH&|153|3|2009-2010|Spring|5|5/25/2010
S008941836|PSYC&|100|2.8|2009-2010|Spring|5|5/25/2010
S008941836|CHEM&|142|1|2009-2010|Spring|4|5/25/2010
S008941836|CHEM&|152|0|2009-2010|Spring|2|5/25/2010
S008941836|ENGR&|114|W|2010-2011|Summer|5|7/10/2010
S008941836|BSTEC|100|3.4|2010-2011|Summer|4|7/10/2010
S008941836|JOBDV|130|S|2010-2011|Summer|3|7/10/2010
S008941836|CCLS|100|S|2010-2011|Summer|2|7/10/2010
S008941836|ENGR&|214|2|2010-2011|Fall|5|11/27/2010
S008941836|PHYS&|221|2.9|2010-2011|Fall|4|11/27/2010
S008941836|ENGR|100|4|2010-2011|Fall|3|11/27/2010
S008941836|PHYS&|231|4|2010-2011|Fall|1|11/27/2010
S008941836|ENGR&|225|W|2010-2011|Winter|5|1/11/2011
S008941836|MATH|271|3.6|2010-2011|Winter|5|1/11/2011
S008941836|PHYS&|222|2.4|2010-2011|Winter|4|1/11/2011
S008941836|ECE|155|W|2010-2011|Winter|1|1/11/2011
S008941836|PHYS&|232|4|2010-2011|Winter|1|1/11/2011
S008941865|ECON|150|4|2008-2009|Winter|5|1/15/2009
S008941865|SPAN|102|4|2008-2009|Winter|5|1/15/2009
S008941865|ART|101|4|2008-2009|Winter|5|1/15/2009
S008941865|MATH|132|3.4|2008-2009|Winter|5|1/15/2009
S008941865|ENGL|205|1.2|2008-2009|Spring|5|5/26/2009
S008941865|MATH|151|0.7|2008-2009|Spring|5|5/26/2009
S008941865|ENRGY|102|2.5|2009-2010|Fall|5|10/1/2009
S008941865|ENRGY|100|3.9|2009-2010|Fall|3|10/1/2009
S008941865|ENRGY|105|3.5|2009-2010|Fall|3|10/1/2009
S008941865|MATH|131|4|2008-2009|Fall|5|11/8/2009
S008941865|SPAN|101|4|2008-2009|Fall|5|11/8/2009
S008941865|ENGL|105|2.6|2008-2009|Fall|5|11/8/2009
S008941865|SPAN|100|4|2008-2009|Fall|2|11/8/2009
S008941865|ENGR|231|3.1|2009-2010|Winter|5|2/5/2010
S008941865|CHEM&|139|2.3|2009-2010|Winter|5|2/5/2010
S008941865|MATH&|151|2|2009-2010|Winter|5|2/5/2010
S008941865|MATH&|152|2.2|2009-2010|Spring|5|5/25/2010
S008941865|CHEM&|141|0|2009-2010|Spring|4|5/25/2010
S008941865|ENGR|110|3.4|2009-2010|Spring|2|5/25/2010
S008941865|CHEM&|151|2.6|2009-2010|Spring|2|5/25/2010
S008941865|MATH&|153|3.9|2010-2011|Summer|5|7/10/2010
S008941865|HLTH|100|4|2010-2011|Summer|3|7/10/2010
S008941865|ENGR&|214|3.4|2010-2011|Fall|5|11/27/2010
S008941865|PHYS&|221|3.1|2010-2011|Fall|4|11/27/2010
S008941865|CHEM&|141|2.4|2010-2011|Fall|4|11/27/2010
S008941865|PHYS&|231|3.9|2010-2011|Fall|1|11/27/2010
S008941865|MATH|271|3.3|2010-2011|Winter|5|1/11/2011
S008941865|ENGR&|225|2.2|2010-2011|Winter|5|1/11/2011
S008941865|PHYS&|222|3.6|2010-2011|Winter|4|1/11/2011
S008941865|PHYS&|232|3.9|2010-2011|Winter|1|1/11/2011
S008941910|ENGL|205|2|2008-2009|Winter|5|1/15/2009
S008941910|MATH|132|0.7|2008-2009|Winter|5|1/15/2009
S008941910|PHYS|100|2.9|2008-2009|Winter|4|1/15/2009
S008941910|PHYS|100|2.9|2008-2009|Winter|1|1/15/2009
S008941910|ENGR|108|4|2008-2009|Spring|5|5/26/2009
S008941910|CMPSC|115|3.7|2008-2009|Spring|5|5/26/2009
S008941910|HIST|244|2.9|2008-2009|Spring|5|5/26/2009
S008941910|MATH|132|2.3|2008-2009|Spring|5|5/26/2009
S008941910|CS&|141|W|2009-2010|Summer|5|7/26/2009
S008941910|HLTH|105|3.8|2009-2010|Summer|4|7/26/2009
S008941910|MATH&|151|2.7|2009-2010|Fall|5|10/1/2009
S008941910|SPAN&|121|2|2009-2010|Fall|5|10/1/2009
S008941910|CS&|131|1.6|2009-2010|Fall|5|10/1/2009
S008941910|SPAN|100|2.5|2009-2010|Fall|2|10/1/2009
S008941910|MATH|131|2.8|2008-2009|Fall|5|11/8/2009
S008941910|ENGL|105|2|2008-2009|Fall|5|11/8/2009
S008941910|CHEM|101|2.4|2008-2009|Fall|4|11/8/2009
S008941910|CHEM|101L|2.4|2008-2009|Fall|1|11/8/2009
S008941910|MATH&|152|V|2009-2010|Winter|5|2/5/2010
S008941910|CS|132|3.4|2009-2010|Winter|5|2/5/2010
S008941910|HIST&|148|3.2|2009-2010|Winter|5|2/5/2010
S008941910|PE|124|3.6|2009-2010|Winter|2|2/5/2010
S008941910|CS|133|3.3|2009-2010|Spring|5|5/25/2010
S008941910|MATH&|152|3|2009-2010|Spring|5|5/25/2010
S008941910|HIST|248|1.3|2009-2010|Spring|5|5/25/2010
S008941910|PE|125|3.8|2009-2010|Spring|2|5/25/2010
S008941910|GERM&|121|2.9|2010-2011|Fall|5|11/27/2010
S008941910|MATH&|153|2.8|2010-2011|Fall|5|11/27/2010
S008941910|PHYS&|221|2.4|2010-2011|Fall|4|11/27/2010
S008941910|GERM|100|1.5|2010-2011|Fall|2|11/27/2010
S008941910|PHYS&|231|2.4|2010-2011|Fall|1|11/27/2010
S008941910|ENGR&|114|3.6|2010-2011|Winter|5|1/11/2011
S008941910|MATH|271|1.7|2010-2011|Winter|5|1/11/2011
S008941910|PHYS&|222|2.8|2010-2011|Winter|4|1/11/2011
S008941910|PHYS&|232|4|2010-2011|Winter|1|1/11/2011
S008941917|PSYCH|100|3.3|2008-2009|Winter|5|1/15/2009
S008941917|MATH|90|3.5|2008-2009|Spring|5|5/26/2009
S008941917|ENGL|161|3.4|2009-2010|Fall|5|10/1/2009
S008941917|HLTH|100|3.3|2009-2010|Fall|3|10/1/2009
S008941917|PE|101|4|2009-2010|Fall|2|10/1/2009
S008941917|SPAN|101|1.7|2008-2009|Fall|5|11/8/2009
S008941917|CHEM|100|0|2008-2009|Fall|4|11/8/2009
S008941917|SPAN|100|2.8|2008-2009|Fall|2|11/8/2009
S008941917|CHEM|100L|0|2008-2009|Fall|1|11/8/2009
S008941917|SOC&|101|3.5|2009-2010|Winter|5|2/5/2010
S008941917|HIST&|214|2.7|2009-2010|Winter|5|2/5/2010
S008941917|MGMT|130|2.1|2009-2010|Winter|5|2/5/2010
S008941917|BUS&|101|3|2009-2010|Spring|5|5/25/2010
S008941917|MATH&|141|N|2010-2011|Fall|5|11/27/2010
S008941917|HSPTR|115|3.5|2010-2011|Fall|5|11/27/2010
S008941917|ENGL&|101|2.7|2010-2011|Winter|5|1/11/2011
S008941917|CMST&|220|2.5|2010-2011|Winter|5|1/11/2011
S008941917|MATH&|141|1|2010-2011|Winter|5|1/11/2011
S008941960|CMPSC|115|4|2008-2009|Winter|5|1/15/2009
S008941960|ENGR|101|3.8|2008-2009|Winter|5|1/15/2009
S008941960|MATH|132|2|2008-2009|Winter|5|1/15/2009
S008941960|CMPSC|102|4|2008-2009|Spring|5|5/26/2009
S008941960|CMPSC|142|2.3|2008-2009|Spring|5|5/26/2009
S008941960|MATH|151|1.5|2008-2009|Spring|5|5/26/2009
S008941960|PHIL&|101|3.9|2009-2010|Fall|5|10/1/2009
S008941960|ART|101|3.9|2009-2010|Fall|5|10/1/2009
S008941960|ENGL&|102|3.3|2009-2010|Fall|5|10/1/2009
S008941960|ENGL|105|3.6|2008-2009|Fall|5|11/8/2009
S008941960|MATH|131|2.5|2008-2009|Fall|5|11/8/2009
S008941960|CMPSC|115|2|2008-2009|Fall|5|11/8/2009
S008941960|HIST|111|3.3|2009-2010|Winter|5|2/5/2010
S008941960|CS&|141|3|2009-2010|Winter|5|2/5/2010
S008941960|CHEM&|139|2.7|2009-2010|Winter|5|2/5/2010
S008941960|MATH&|151|2|2009-2010|Winter|5|2/5/2010
S008941960|MATH&|152|1.1|2009-2010|Spring|5|5/25/2010
S008941960|PHYS&|121|4|2009-2010|Spring|4|5/25/2010
S008941960|CHEM&|141|3.3|2009-2010|Spring|4|5/25/2010
S008941960|CHEM&|151|2.1|2009-2010|Spring|2|5/25/2010
S008941960|PHYS&|131|4|2009-2010|Spring|1|5/25/2010
S008941960|ENGR|231|3.5|2010-2011|Fall|5|11/27/2010
S008941960|MATH&|146|3.1|2010-2011|Fall|5|11/27/2010
S008941960|PHYS&|221|2.9|2010-2011|Fall|4|11/27/2010
S008941960|PHYS&|231|3.7|2010-2011|Fall|1|11/27/2010
S008941960|ENGR&|104|4|2010-2011|Winter|5|1/11/2011
S008941960|MATH&|152|2.5|2010-2011|Winter|5|1/11/2011
S008941960|PHYS&|222|3.1|2010-2011|Winter|4|1/11/2011
S008941960|PHYS&|232|2.7|2010-2011|Winter|1|1/11/2011
S008942159|BUS|100|3.8|2008-2009|Winter|5|1/15/2009
S008942159|ENGL|105|3.2|2008-2009|Winter|5|1/15/2009
S008942159|MATH|132|2|2008-2009|Winter|5|1/15/2009
S008942159|HLTH|105|3.5|2008-2009|Winter|4|1/15/2009
S008942159|ENGL|205|3.3|2008-2009|Spring|5|5/26/2009
S008942159|CMPSC|143|3.1|2008-2009|Spring|5|5/26/2009
S008942159|MATH|151|2.5|2008-2009|Spring|5|5/26/2009
S008942159|JAPN&|121|3|2009-2010|Fall|5|10/1/2009
S008942159|MATH&|152|1.7|2009-2010|Fall|5|10/1/2009
S008942159|PHYS&|221|3.7|2009-2010|Fall|4|10/1/2009
S008942159|JAPN|100|1.8|2009-2010|Fall|2|10/1/2009
S008942159|PHYS&|231|3.1|2009-2010|Fall|1|10/1/2009
S008942159|CMPSC|142|4|2008-2009|Fall|5|11/8/2009
S008942159|MATH|131|2.7|2008-2009|Fall|5|11/8/2009
S008942159|PHIL|120|2.4|2008-2009|Fall|5|11/8/2009
S008942159|MATH&|152|3|2009-2010|Winter|5|2/5/2010
S008942159|ENGL&|220|2.9|2009-2010|Winter|5|2/5/2010
S008942159|JAPN&|122|2.7|2009-2010|Winter|5|2/5/2010
S008942159|PE|124|4|2009-2010|Winter|2|2/5/2010
S008942159|HUM|108|3.5|2009-2010|Spring|5|5/25/2010
S008942159|MATH&|153|1.6|2009-2010|Spring|5|5/25/2010
S008942159|JAPN&|123|0.7|2009-2010|Spring|5|5/25/2010
S008942159|CS&|141|4|2010-2011|Fall|5|11/27/2010
S008942159|PSYC&|100|4|2010-2011|Fall|5|11/27/2010
S008942159|MATH&|153|3.9|2010-2011|Fall|5|11/27/2010
S008942159|CS|142|4|2010-2011|Winter|5|1/11/2011
S008942159|MATH&|146|2.7|2010-2011|Winter|5|1/11/2011
S008942159|PHYS&|222|3|2010-2011|Winter|4|1/11/2011
S008942159|PHYS&|232|3.6|2010-2011|Winter|1|1/11/2011
S008942163|BRDGE|93|4|2008-2009|Winter|5|1/15/2009
S008942163|MATH|90|3.1|2008-2009|Winter|5|1/15/2009
S008942163|BRDGE|115|4|2008-2009|Spring|5|5/26/2009
S008942163|MATH|131|2.7|2008-2009|Spring|5|5/26/2009
S008942163|PE|103|4|2008-2009|Spring|2|5/26/2009
S008942163|ASL&|121|3.5|2009-2010|Fall|5|10/1/2009
S008942163|ENGL|100|2.9|2009-2010|Fall|5|10/1/2009
S008942163|MATH&|142|2.3|2009-2010|Fall|5|10/1/2009
S008942163|BRDGE|110|4|2008-2009|Fall|5|11/8/2009
S008942163|BRDGE|90|4|2008-2009|Fall|5|11/8/2009
S008942163|BRDGE|87|4|2008-2009|Fall|2|11/8/2009
S008942163|MATH&|151|W|2009-2010|Winter|5|2/5/2010
S008942163|ASL&|122|3.8|2009-2010|Winter|5|2/5/2010
S008942163|HIST|255|3.8|2009-2010|Spring|5|5/25/2010
S008942163|CHEM&|139|3.2|2009-2010|Spring|5|5/25/2010
S008942163|ENGL&|101|2.7|2009-2010|Spring|5|5/25/2010
S008942163|DRMA&|101|3|2010-2011|Fall|5|11/27/2010
S008942163|GEOL&|101|3|2010-2011|Fall|4|11/27/2010
S008942163|PE|126|4|2010-2011|Fall|1|11/27/2010
S008942163|GEOL&|101L|3|2010-2011|Fall|1|11/27/2010
S008942163|ENGL&|102|3.3|2010-2011|Winter|5|1/11/2011
S008942163|COMM|101|2.3|2010-2011|Winter|5|1/11/2011
S008942163|CHEM&|141|0|2010-2011|Winter|4|1/11/2011
S008942163|CHEM&|151|2.5|2010-2011|Winter|2|1/11/2011
S008942172|ECE|110|4|2008-2009|Winter|5|1/15/2009
S008942172|ECE|237|4|2008-2009|Winter|3|1/15/2009
S008942172|ECE|117|4|2008-2009|Winter|2|1/15/2009
S008942172|ECE|255|3.8|2008-2009|Spring|5|5/26/2009
S008942172|ECE|243|4|2008-2009|Spring|3|5/26/2009
S008942172|ECE|241|4|2008-2009|Spring|3|5/26/2009
S008942172|ECE|216|4|2009-2010|Fall|5|10/1/2009
